Plot,Subplot,Date,Exposure,Focus,Openness
JZ,005A,10Feb2020,EV+2,AF,0.9259850359169746
JZ,005A,10Feb2020,EV+2,MF,0.9504857709316131
JZ,005A,10Feb2020,EV-2,AF,0.08907158393745637
JZ,005A,10Feb2020,EV-2,MF,0.13851633023732923
JZ,005A,10Feb2020,EV0,AF,0.3767572339156452
JZ,005B,10Feb2020,EV-2,AF,0.18078345907766402
JZ,005B,10Feb2020,EV-2,MF,0.1887146134573512
JZ,005C,10Feb2020,EV+2,MF,0.9195698013978513
JZ,005C,10Feb2020,EV-2,AF,0.17584607765778076
JZ,006A,19Feb2020,EV+2,MF,0.9203593604754082
JZ,006B,19Feb2020,EV-2,AF,0.20505354903326212
JZ,006B,19Feb2020,EV0,MF,0.7433923058751346
JZ,006C,19Feb2020,EV-2,MF,0.3782121247836645
JZ,006C,19Feb2020,EV0,AF,0.7761200389499482
JZ,007A,10Feb2020,EV+2,AF,0.4741663787070125
JZ,007A,10Feb2020,EV-2,AF,0.09628119982731534
JZ,007A,10Feb2020,EV-2,MF,0.09251012074304865
JZ,007A,10Feb2020,EV0,MF,0.18497977445922797
JZ,007B,10Feb2020,EV+2,AF,0.8973684005051019
JZ,007B,10Feb2020,EV+2,MF,0.897708865509766
JZ,007B,10Feb2020,EV-2,AF,0.22940263838094535
JZ,007B,10Feb2020,EV-2,MF,0.2909237830231769
JZ,007B,10Feb2020,EV0,AF,0.5390746015514438
JZ,007B,10Feb2020,EV0,MF,0.5812407489865199
JZ,007C,10Feb2020,EV+2,AF,0.834845416881846
JZ,007C,10Feb2020,EV+2,MF,0.8862154010668566
JZ,007C,10Feb2020,EV-2,AF,0.09063863681006479
JZ,007C,10Feb2020,EV-2,MF,0.13067458982483052
JZ,007C,10Feb2020,EV0,AF,0.18629936549843998
JZ,007C,10Feb2020,EV0,MF,0.2912836317732649
JZ,008A,11Feb2020,EV+2,AF,0.896348953970763
JZ,008A,11Feb2020,EV+2,MF,0.9086560595419498
JZ,008A,11Feb2020,EV-2,AF,0.16975120632301394
JZ,008A,11Feb2020,EV-2,MF,0.18239326500361305
JZ,008A,11Feb2020,EV0,AF,0.5568398012625567
JZ,008A,11Feb2020,EV0,MF,0.46224969903374025
JZ,008B,11Feb2020,EV+2,AF,0.9840978374346372
JZ,008B,11Feb2020,EV+2MF,JPG,0.8931268210188326
JZ,008B,11Feb2020,EV0,AF,0.7725079478636545
JZ,008B,11Feb2020,EV0,MF,0.6194281025082062
JZ,008C,11Feb2020,EV0,AF,0.6937291843223342
JZ,009A,11Feb2020,EV+2,AF,0.9305504267154541
JZ,009A,11Feb2020,EV+2,MF,0.9312561159628268
JZ,009B,11Feb2020,EV+2,AF,0.9734313624592023
JZ,009B,11Feb2020,EV0,AF,0.5857836281043525
JZ,009B,11Feb2020,EV0,MF,0.35017820144350503
